Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,0143038419,9780143038412,0,3.63,Riverhead Books,Paperback,368,2007,2006,,2011/10/02,to-read,to-read (#21),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,5,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2011/10/02,couldnt-put-down,couldnt-put-down (#1),read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,0439554934,9780439554930,4,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2011/10/02,"couldnt-put-down, fantasy","couldnt-put-down (#2), fantasy (#11)",read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,0517189607,9780517189603,2,4.16,Children's Classics,Hardcover,331,1998,1911,,2011/10/02,classic-literature,classic-literature (#3),read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler",,,2,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2011/10/02,classic-literature,classic-literature (#4),read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,4,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2011/10/02,fantasy,fantasy (#8),read,,,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen",,,4,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2011/10/02,fantasy,fantasy (#9),read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,,,5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2011/10/02,"classic-literature, dystopia","classic-literature (#7), dystopia (#3)",read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,0140283331,9780140283334,4,3.70,Penguin Books ,Paperback,182,1999,1954,,2011/10/02,classic-literature,classic-literature (#8),read,,,,1,0
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes",0142437174,9780142437179,3,3.83,Penguin Classics,Paperback,327,2002,1884,,2011/10/02,classic-literature,classic-literature (#9),read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner",,,4,3.99,Plume,Paperback,129,2003,1945,,2011/10/02,"classic-literature, dystopia","classic-literature (#10), dystopia (#4)",read,,,,1,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,,,4,3.79,Pan Books,Paperback,189,1957,1926,,2011/10/02,"classic-literature, couldnt-put-down","classic-literature (#11), couldnt-put-down (#3)",read,,,,1,0
4622013,I Am America (And So Can You!),Stephen Colbert,"Colbert, Stephen",,0446582182,9780446582186,0,3.90,Grand Central Publishing,Paperback,240,2009,2007,,2011/06/01,"humor, politics","humor (#9), politics (#1)",read,,,,1,0
455373,Sphere,Michael Crichton,"Crichton, Michael",,,,0,3.83,Ballantine Books,Paperback,371,1997,1987,,2011/06/01,"sci-fi, couldnt-put-down","sci-fi (#11), couldnt-put-down (#4)",read,,,,1,0
7682,The Great Train Robbery,Michael Crichton,"Crichton, Michael",,0553129198,9780553129199,0,3.89,Bantam Book,Mass Market Paperback,300,1979,1975,,2011/06/01,"historical-fiction, couldnt-put-down","historical-fiction (#1), couldnt-put-down (#5)",read,,,,1,0
6135237,South of Broad,Pat Conroy,"Conroy, Pat",,038541305X,9780385413053,0,3.86,Nan A. Talese,Hardcover,514,2009,2009,2011/04/01,2011/06/01,,,read,,,,1,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,0393327345,9780393327342,0,4.18,W.W. Norton & Company (NYC),Paperback,218,2005,1996,2011/05/30,2011/06/01,classic-literature,classic-literature (#14),read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,0,3.93,Scribner,Paperback,180,1925,1925,,2011/02/26,classic-literature,classic-literature (#15),read,,,,1,0
