Item Title,List Name,List Description,Group,Date Added,Date Edited,Category,Pinned,Progress,Saved Web Link,Notes
"Ni no Kuni II: Revenant Kingdom","Gaming 🎮","","Backlogs",12/1/23,12/1/23,Video Game,false,0.0,,""
"No Rest for the Wicked","Gaming 🎮","","Backlogs",2/17/24,12/11/23,Video Game,false,0.0,,""
"Pawnbarian","Gaming 🎮","","Backlogs",9/7/23,9/7/23,Video Game,false,0.0,,""
"Penny's Big Breakaway","Gaming 🎮","","Backlogs",2/26/24,2/26/24,Video Game,false,0.0,,"3D platformer!"
"PlateUp!","Gaming 🎮","","Backlogs",11/22/23,11/22/23,Video Game,false,0.0,,"Roguelite overcooked"
"Railbound","Gaming 🎮","","Backlogs",12/6/23,12/6/23,Video Game,false,0.0,,"Relaxing puzzle game. "
"Roots of Pacha","Gaming 🎮","","Backlogs",12/1/23,12/1/23,Video Game,false,0.0,,"Farming sim. According to devs, no stress because you don’t have to get anything done by a certain time. So you can really just do whatever whenever. "
"Saltsea Chronicles","Gaming 🎮","","Backlogs",11/28/23,11/28/23,Video Game,false,0.0,,""
"Skald: Against the Black Priory","Gaming 🎮","","Backlogs",7/1/24,7/1/24,Video Game,false,0.0,,""
"Sonic Dream Team","Gaming 🎮","","Backlogs",11/12/23,11/12/23,Video Game,false,0.0,,""
"The Last of Us Part I","Gaming 🎮","","Backlogs",1/29/24,1/29/24,Video Game,false,0.0,,""
"The Messenger","Gaming 🎮","","Backlogs",10/10/23,10/10/23,Video Game,false,0.0,,""
"The Outer Worlds","Gaming 🎮","","Backlogs",1/13/24,1/13/24,Video Game,false,0.0,,""
"The Talos Principle II","Gaming 🎮","","Backlogs",11/13/23,11/13/23,Video Game,false,0.0,,""
"The Thaumaturge","Gaming 🎮","","Backlogs",2/25/24,2/19/24,Video Game,false,0.0,,""
"Viewfinder","Gaming 🎮","","Backlogs",2/17/24,12/27/23,Video Game,false,0.0,,""
"Witching Stone","Gaming 🎮","","Backlogs",12/5/24,12/5/24,Video Game,false,0.0,,""
"Ace Attorney Investigations: Miles Edgeworth","In Progress","","Tracking",10/4/24,10/4/24,Video Game,false,0.0,,""
"The Legend of Zelda: Echoes of Wisdom","In Progress","","Tracking",10/4/24,10/4/24,Video Game,false,0.0,,""
"Arrival","Movies 🍿","","Backlogs",9/3/23,9/3/23,Movie,false,0.0,,""
"Batman Ninja","Movies 🍿","","Backlogs",9/21/24,9/21/24,Movie,false,0.0,,""
"Batman: Mask of the Phantasm","Movies 🍿","","Backlogs",2/17/24,12/27/23,Movie,false,0.0,,"One polygon writer said it’s the best Batman movie. "
"Being John Malkovich","Movies 🍿","","Backlogs",2/17/24,12/23/23,Movie,false,0.0,,""
"Blade Runner","Movies 🍿","","Backlogs",10/4/23,10/4/23,Movie,false,0.0,,""
"Bloodsport","Movies 🍿","","Backlogs",10/30/23,10/26/23,Movie,false,0.0,,""
"Bullet Train","Movies 🍿","","Backlogs",2/17/24,1/9/24,Movie,false,0.0,,""
"Chicken Run: Dawn of the Nugget","Movies 🍿","","Backlogs",12/16/23,12/16/23,Movie,false,0.0,,""
"Cocktail","Movies 🍿","","Backlogs",2/28/24,2/28/24,Movie,false,0.0,,"Mentioned by  HTD. Would be fun to watch with Daniel. "
"Con Air","Movies 🍿","","Backlogs",2/17/24,12/23/23,Movie,false,0.0,,""
"Demolition Man","Movies 🍿","","Backlogs",9/25/23,9/25/23,Movie,false,0.0,,""
"Do Not Expect Too Much from the End of the World","Movies 🍿","","Backlogs",10/25/24,10/25/24,Movie,false,0.0,,"Rob Wagner recommends this Romanian movie. About exploitation of Romanian workers by Western Europe."
"Get Carter","Movies 🍿","","Backlogs",3/17/24,3/17/24,Movie,false,0.0,,"Movie that Bourdain loves. Would be good to watch with Daniel. "
"Godzilla Minus One","Movies 🍿","","Backlogs",6/3/24,6/3/24,Movie,false,0.0,,""
"Jacqueline Novak: Get on Your Knees","Movies 🍿","","Backlogs",1/25/24,1/25/24,Movie,false,0.0,,"Comedy special. Heard them on CBB. "
"Joint Security Area","Movies 🍿","","Backlogs",1/14/24,1/14/24,Movie,false,0.0,,""
"King Arthur: Legend of the Sword","Movies 🍿","","Backlogs",11/1/24,11/1/24,Movie,false,0.0,,"One of Danish’s favorite movies. "
"Last Night in Soho","Movies 🍿","","Backlogs",11/18/23,11/18/23,Movie,false,0.0,,"From the guy that did hot fuzz! "
"Mr. Monk's Last Case: A Monk Movie","Movies 🍿","","Backlogs",11/23/23,11/23/23,Movie,false,0.0,,""
"Next Goal Wins","Movies 🍿","","Backlogs",12/1/23,12/1/23,Movie,false,0.0,,"A taiki movie "
"Point Break","Movies 🍿","","Backlogs",11/19/24,11/19/24,Movie,false,0.0,,""
"Predator","Movies 🍿","","Backlogs",11/19/24,11/19/24,Movie,false,0.0,,"Joe says WATCH IT, DAVID!"
"Scott Pilgrim vs. the World","Movies 🍿","","Backlogs",1/12/24,1/12/24,Movie,false,0.0,,""
"Sonic the Hedgehog 2","Movies 🍿","","Backlogs",5/1/24,5/1/24,Movie,false,0.0,,""
"Stardust","Movies 🍿","","Backlogs",2/17/24,1/29/24,Movie,false,0.0,,""
"The Beatles: Get Back","Movies 🍿","","Backlogs",11/29/23,11/29/23,TV Show,false,0.0,,"This is the Peter Jackson Beatles documentary "
"The Beekeeper","Movies 🍿","","Backlogs",7/26/24,7/26/24,Movie,false,0.0,,""
"The Fall","Movies 🍿","","Backlogs",10/25/24,10/25/24,Movie,false,0.0,,"Rob Wagner is “morally obligated” to recommend this movie that was snubbed at Oscars."
"The Godfather","Movies 🍿","","Backlogs",9/7/23,9/3/23,Movie,false,0.0,,""
"The Irishman","Movies 🍿","","Backlogs",1/15/24,1/15/24,Movie,false,0.0,,""
"Thelma","Movies 🍿","","Backlogs",7/26/24,7/26/24,Movie,false,0.0,,""
"Thief","Movies 🍿","","Backlogs",2/17/24,1/9/24,Movie,false,0.0,,"Inspiration for Drive"
"Top Gun: Maverick","Movies 🍿","","Backlogs",2/17/24,1/11/24,Movie,false,0.0,,""
"Total Recall","Movies 🍿","","Backlogs",2/19/24,2/19/24,Movie,false,0.0,,"Governators best performance. There is an eye of the duck episode about it. "
"Unbreakable","Movies 🍿","","Backlogs",11/20/23,11/20/23,Movie,false,0.0,,""
"Uncut Gems","Movies 🍿","","Backlogs",5/12/24,9/3/23,Movie,false,0.0,,""
"Wall Street","Movies 🍿","","Backlogs",10/8/24,10/8/24,Movie,false,0.0,,""
"Weird: The Al Yankovic Story","Movies 🍿","","Backlogs",9/6/23,9/6/23,Movie,false,0.0,,""
"White Noise","Movies 🍿","","Backlogs",9/5/23,9/5/23,Movie,false,0.0,,"Recommended by Dave Chen. Touched on 20th century themes. Sounds surrealist. "
"A Christmas Album","Music 🎵","","Backlogs",11/19/24,11/19/24,Music Album,false,0.0,,""
"Born to Die","Music 🎵","","Backlogs",10/21/23,10/1/23,Music Album,false,0.0,,""
"Building A Better","Music 🎵","","Backlogs",9/19/23,9/19/23,Music Album,false,0.0,,"another one that joe g recommended as seminal emo listening"
"Cool Christmas Blues (1994 Re-Recorded Versions)","Music 🎵","","Backlogs",11/29/23,11/29/23,Music Album,false,0.0,,"Derek’s favorite Christmas album ever. "
"Ctrl","Music 🎵","","Backlogs",12/11/23,12/11/23,Music Album,false,0.0,,""
"Doves & Ravens - EP","Music 🎵","","Backlogs",11/29/23,11/29/23,Music Album,false,0.0,,"Dan, Kara and Sam all recommend this guy. "
"HIT ME HARD AND SOFT","Music 🎵","","Backlogs",5/20/24,5/20/24,Music Album,false,0.0,,""
"Highly Sensitive Person","Music 🎵","","Backlogs",3/31/24,3/31/24,Music Album,false,0.0,,""
"Hood Hottest Princess (Deluxe)","Music 🎵","","Backlogs",12/5/23,12/5/23,Music Album,false,0.0,,""
"Idol","Music 🎵","","Backlogs",9/23/23,9/21/23,Music Album,false,0.0,,""
"Isle of Lofi: Adrift & Asleep (DJ Mix)","Music 🎵","","Backlogs",3/26/24,3/26/24,Music Album,false,0.0,,""
"KIDS SEE GHOSTS","Music 🎵","","Backlogs",8/26/24,8/26/24,Music Album,false,0.0,,""
"Like..? Deluxe (Apple Music Edition)","Music 🎵","","Backlogs",12/5/23,12/5/23,Music Album,false,0.0,,""
"Making Beds in a Burning House","Music 🎵","","Backlogs",9/5/24,9/5/24,Music Album,false,0.0,,""
"OK Computer","Music 🎵","","Backlogs",9/29/24,9/29/24,Music Album,false,0.0,,""
"On a Wire","Music 🎵","","Backlogs",10/30/23,10/27/23,Music Album,false,0.0,,"This is Paul Hummer’s go-to fall autumn album"
"Pinkerton","Music 🎵","","Backlogs",3/27/24,3/27/24,Music Album,false,0.0,,""
"SOS","Music 🎵","","Backlogs",12/11/23,12/11/23,Music Album,false,0.0,,""
"Space Heavy","Music 🎵","","Backlogs",12/8/23,12/8/23,Music Album,false,0.0,,"King Krule - supposed to be loungey "
"St. Vincent","Music 🎵","","Backlogs",9/29/24,9/29/24,Music Album,false,0.0,,""
"Tell All Your Friends (Remastered)","Music 🎵","","Backlogs",9/19/23,9/19/23,Music Album,false,0.0,,"Joe G said that this is _the_ emo album. I should give it a listen!"
"The Good Kind","Music 🎵","","Backlogs",11/10/24,11/10/24,Music Album,false,0.0,,""
"Tim (Expanded Edition)","Music 🎵","","Backlogs",11/29/23,11/29/23,Music Album,false,0.0,,"Derek said this is super good. Initially released with weird production. "
"Weezer","Music 🎵","","Backlogs",3/27/24,3/27/24,Music Album,false,0.0,,""
"Weezer (Green Album)","Music 🎵","","Backlogs",3/27/24,3/27/24,Music Album,false,0.0,,""
"Worry.","Music 🎵","","Backlogs",6/23/24,6/23/24,Music Album,false,0.0,,""
"always cloudy - EP","Music 🎵","","Backlogs",10/21/23,10/5/23,Music Album,false,0.0,,"Rec’d by Paul Hummer"
"Avatar: The Last Airbender","Shows 📺","","Backlogs",9/6/23,9/6/23,TV Show,false,0.0,,""
"BLUE EYE SAMURAI","Shows 📺","","Backlogs",11/18/23,11/16/23,TV Show,false,0.0,,"Recommended by Kurt who devoured it. Triple Click. "
"Bodies","Shows 📺","","Backlogs",2/17/24,1/12/24,TV Show,false,0.0,,"might be a good one to watch with Katie!"
"Cyberpunk: Edgerunners","Shows 📺","","Backlogs",11/18/23,11/16/23,TV Show,false,0.0,,""
"Delicious in Dungeon","Shows 📺","","Backlogs",1/22/24,1/22/24,TV Show,false,0.0,,""
"Hazbin Hotel","Shows 📺","","Backlogs",3/3/24,3/3/24,TV Show,false,0.0,,"Stephanie Beatriz is in it!"
"Mystery Science Theater 3000","Shows 📺","","Backlogs",1/27/24,1/21/24,TV Show,false,0.0,,""
"Mythic Quest","Shows 📺","","Backlogs",9/23/23,9/23/23,TV Show,false,0.0,,""
"Scavengers Reign","Shows 📺","","Backlogs",11/24/23,11/24/23,TV Show,false,0.0,,"Griffin said it’s the best sci-fi he has ever seen. An important show. "
"Shōgun","Shows 📺","","Backlogs",3/21/24,3/21/24,TV Show,false,0.0,,"Based on a book series. "
"Star Trek: The Next Generation","Shows 📺","","Backlogs",9/25/23,9/25/23,TV Show,false,0.0,,""
"The Continental: From the World of John Wick","Shows 📺","","Backlogs",9/23/23,9/23/23,TV Show,false,0.0,,""
"The Lord of the Rings: The Rings of Power","Shows 📺","","Backlogs",9/6/23,9/6/23,TV Show,false,0.0,,""
"The Sopranos","Shows 📺","","Backlogs",9/3/23,9/3/23,TV Show,false,0.0,,""
"Tokyo Vice","Shows 📺","","Backlogs",4/8/24,4/8/24,TV Show,false,0.0,,""
"Play Nice","Activity","","Main",12/8/24,12/8/24,Book,FALSE,0.0,,""
"Rhythm of War","Activity","","Main",11/24/24,11/24/24,Book,FALSE,0.0,,""
"Gladiator II","Activity","","Main",11/21/24,11/23/24,Movie,FALSE,0.0,,""
"Five Dice, All Threes","Activity","","Main",11/16/24,11/16/24,Music Album,FALSE,0.0,,""
"Sweet Hope","Activity","","Main",11/4/24,11/4/24,Music Album,FALSE,0.0,,"Saw this in a Harper’s ad. "
"Paranormasight: The Seven Mysteries of Honjo","Activity","","Main",10/31/24,10/31/24,Video Game,FALSE,10.0,,""
"On Tyranny","Activity","","Main",10/27/24,10/27/24,Book,FALSE,0.0,,""
"Mirror Lake","Activity","","Main",10/26/24,10/26/24,Book,FALSE,0.0,,""
"Radical Candor: Fully Revised & Updated Edition","Activity","","Main",10/26/24,10/26/24,Book,FALSE,0.0,,"Read about 1/3 and got a lot out of it! "
"Moon Music","Activity","","Main",10/4/24,10/4/24,Music Album,FALSE,0.0,,""
"Foxing","Activity","","Main",10/2/24,10/2/24,Music Album,FALSE,0.0,,""
"Minishoot' Adventures","Activity","","Main",9/29/24,9/29/24,Video Game,FALSE,0.0,,""
"The Night Shift","Activity","","Main",9/25/24,9/25/24,Music Album,FALSE,0.0,,""
"Doing It For Me","Activity","","Main",9/25/24,9/25/24,Music Album,FALSE,0.0,,""
"Bay Faction","Activity","","Main",9/13/24,9/13/24,Music Album,FALSE,0.0,,""
"Heroes","Activity","","Main",9/8/24,9/8/24,Music Album,FALSE,0.0,,"DLC and Filmcast always talk about The Midnight. "
"A Stranger Desired","Activity","","Main",9/8/24,9/8/24,Music Album,FALSE,0.0,,"Has the layered vocals I love from their collab with Lana del Rey.b overall for maybe. Acoustic singer song writer vibes which aren’t super working for me. Just 1 or 2 standout tracks. "
"How to Break Up with Your Phone","Activity","","Main",8/31/24,8/31/24,Book,FALSE,0.0,,"Mentioned in futureproof Read about half and adopted about halfway of a breakup. "
"Blue Banisters","Activity","","Main",8/31/24,8/31/24,Music Album,FALSE,0.0,,""
"Short n' Sweet","Activity","","Main",8/31/24,8/31/24,Music Album,FALSE,0.0,,""
"Arranger: A Role-Puzzling Adventure","Activity","","Main",8/16/24,8/16/24,Video Game,FALSE,0.0,,""
"WestNorth","Activity","","Main",8/4/24,8/4/24,Music Album,FALSE,0.0,,"They did the Jumbotron on Jordan Jesse go. I like it! Would definitely revisit for work music. "
"The Last Murder at the End of the World","Activity","","Main",7/29/24,7/30/24,Book,FALSE,0.0,,""
"1000xResist","Activity","","Main",7/22/24,7/22/24,Video Game,FALSE,0.0,,""
"Phoenix Wright: Ace Attorney - Trials and Tribulations","Activity","","Main",7/15/24,7/15/24,Video Game,FALSE,0.0,,""
"Norman F*****g Rockwell!","Activity","","Main",7/14/24,7/14/24,Music Album,FALSE,0.0,,""
"Superclean, Vol. II - EP","Activity","","Main",7/12/24,7/12/24,Music Album,FALSE,0.0,,""
"Superclean, Vol. I - EP","Activity","","Main",7/12/24,7/12/24,Music Album,FALSE,0.0,,""
"BRAT","Activity","","Main",7/10/24,7/10/24,Music Album,FALSE,0.0,,""
"Beauty","Activity","","Main",7/9/24,7/9/24,Book,FALSE,0.0,,"By Stefan Sagmeister and Jessica Walsh.Recommended by the Doist CEO Amir as a beautiful coffee table book. Definitely would want phsyical. "
"Still Kids","Activity","","Main",7/3/24,7/3/24,Music Album,FALSE,0.0,,"Christian Spicer said it’s super good. "
"Keep Me Fed","Activity","","Main",7/1/24,7/1/24,Music Album,FALSE,0.0,,""
"The Rise and Fall of a Midwest Princess","Activity","","Main",6/28/24,6/28/24,Music Album,FALSE,0.0,,"I am not sure why but I had a note in Todoist that I should listen to this. "
"Cold Clay","Activity","","Main",6/27/24,6/28/24,Book,FALSE,0.0,,""
"Humble Pi","Activity","","Main",6/26/24,6/26/24,Book,FALSE,0.0,,""
"Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition","Activity","","Main",6/18/24,6/18/24,Video Game,FALSE,0.0,,""
"1491 (Second Edition)","Activity","","Main",6/15/24,6/15/24,Book,FALSE,0.0,,"It’s more a history of scholarship of pre Columbus American history, rather than the history itself. I like that this lets me understand the raw data and the conclusions drawn. But as a result it’s very focused on western scholarship and a bit dry. "
"THE TORTURED POETS DEPARTMENT","Activity","","Main",6/11/24,6/11/24,Music Album,FALSE,0.0,,""
"Number Go Up","Activity","","Main",6/9/24,6/9/24,Book,FALSE,0.0,,""
"In Sexyy We Trust","Activity","","Main",5/29/24,5/29/24,Music Album,FALSE,0.0,,""
"Botany Manor","Activity","","Main",5/28/24,5/28/24,Video Game,FALSE,0.0,,""
"Blonde","Activity","","Main",5/13/24,5/13/24,Music Album,FALSE,0.0,,"Ambient post r&b- seems like my jam! "
"Dawnshard","Activity","","Main",5/11/24,5/11/24,Book,FALSE,0.0,,""
"Chants of Sennaar","Activity","","Main",5/4/24,5/4/24,Video Game,FALSE,0.0,,""
"Argylle","Activity","","Main",4/27/24,4/30/24,Movie,FALSE,0.0,,""
"Phoenix Wright: Ace Attorney - Justice For All","Activity","","Main",4/22/24,4/22/24,Video Game,FALSE,0.0,,""
"Clueless","Activity","","Main",4/20/24,4/20/24,Movie,FALSE,0.0,,""
"Dua Lipa (Deluxe)","Activity","","Main",3/26/24,3/26/24,Music Album,FALSE,0.0,,""
"Practical Vim","Activity","","Main",3/26/24,3/26/24,Book,FALSE,0.0,,""
"Futureproof","Activity","","Main",3/16/24,4/30/24,Book,FALSE,0.0,,"Recommended by Kirk Hamilton"
"Prince of Persia: The Lost Crown","Activity","","Main",3/15/24,6/15/24,Video Game,FALSE,0.0,,"Did not complete but really enjoyed the fluidity of movement and attacks. "
"Escape Academy: Escape From Anti-Escape Island","Activity","","Main",3/14/24,3/14/24,Video Game,FALSE,0.0,,"Played with Sam and had a blast! In the Eruption arcade game, Sam forgot we were looking for a clue. After beating it just was happy with the score and left the machine. "
"How Big Things Get Done","Activity","","Main",3/10/24,3/10/24,Book,FALSE,0.0,,"Recommended by Will Larson"
"Smart Brevity","Activity","","Main",3/5/24,3/14/24,Book,FALSE,0.0,,"Would recommend to anyone with a job that includes any writing. "
"The Wager","Activity","","Main",2/24/24,2/24/24,Book,FALSE,0.0,,"Triple Click says he’s amazing non fiction writer. And it’s about ships so like of course I’ll love it. Read this alongside dad! Lots of fun to do that. "
"Shady Hollow","Activity","","Main",2/19/24,3/14/24,Book,FALSE,0.0,,"Read with Katie! We want to read the rest of the series together. "
"Monk","Activity","","Main",2/16/24,5/26/24,TV Show,FALSE,0.0,,"Haven’t finished but watched several seasons while AJ was a newborn. Would take the 8-11 shift and watch while he slept ❤️"
"Oathbringer","Activity","","Main",1/29/24,1/29/24,Book,FALSE,0.0,,""
"Phoenix Wright: Ace Attorney","Activity","","Main",12/2/23,12/2/23,Video Game,FALSE,0.0,,"35 hours. "
"Our Flag Means Death","Activity","","Main",11/27/23,11/27/23,TV Show,FALSE,0.0,,""
"Bottoms","Activity","","Main",11/26/23,1/12/24,Movie,FALSE,0.0,,""
"Only Murders in the Building","Activity","","Main",11/21/23,11/21/23,TV Show,FALSE,0.0,,"Watched season 2 "
"Jusant","Activity","","Main",11/8/23,11/8/23,Video Game,FALSE,0.0,,""
"Super Mario Bros. Wonder","Activity","","Main",11/8/23,6/15/24,Video Game,FALSE,0.0,,"Katie and I played this together right up until AJ was born! "
"The Legend of Zelda: Tears of the Kingdom","Activity","","Main",11/1/23,11/1/23,Video Game,FALSE,0.0,,"Beat it!"
"Yakuza Kiwami","Activity","","Main",10/30/23,10/30/23,Video Game,FALSE,0.0,,""
"Sea of Stars","Activity","","Main",10/27/23,10/27/23,Video Game,FALSE,0.0,,""
"Cocoon","Activity","","Main",10/8/23,10/8/23,Video Game,FALSE,0.0,,""
"Scarlet","Activity","","Main",10/8/23,10/8/23,Music Album,FALSE,0.0,,""
"Gris","Activity","","Main",9/30/23,9/30/23,Video Game,FALSE,0.0,,"Started Sept 5 because it came to game pass. It’s beautiful but not sure if I will finish.Sept 30- calling my run over. Came back to it and wasn’t sure where to go. Unbelievable sound track. Def want to listen to it more. Best moment is making yourself heavy and advancing toward to the crow. Each step heavy. Then soon enough you have to double jump and float with their scream atYour back. "
"Lapin","Activity","","Main",9/30/23,9/30/23,Video Game,FALSE,0.0,,"Got through most of chapter 3. Maybe close to end. Super fun platforming. Orchestral music. Beautiful animation. Water color backends. "
"Starfield","Activity","","Main",9/30/23,9/30/23,Video Game,FALSE,0.0,,"Got to credits. Likely will get to credits a couple more times! "
"Out of the Angeles (Deluxe)","Activity","","Main",9/30/23,9/30/23,Music Album,FALSE,0.0,,"Matt shaver recommended. Accessible shoe gaze. Love it. "
"GUTS","Activity","","Main",9/24/23,9/24/23,Music Album,FALSE,0.0,,""
"The Legend of Zelda: Tears of the Kingdom","Activity","","Main",9/20/23,9/20/23,Video Game,FALSE,0.0,,"Started May 12"
"Diablo IV","Activity","","Main",9/20/23,9/20/23,Video Game,FALSE,0.0,,"Playing slowly with Sam Brianna and Logan. "
"End","Activity","","Main",9/18/23,9/19/23,Music Album,FALSE,0.0,,""
"A Haunting in Venice","Activity","","Main",9/17/23,9/17/23,Movie,FALSE,0.0,,""
"Edgedancer","Activity","","Main",9/4/23,9/4/23,Book,FALSE,0.0,,""
"The Joy Of X","Activity","","Main",8/27/23,11/29/23,Book,FALSE,0.0,,""
"Immortality","Activity","","Main",8/22/23,12/15/24,Video Game,FALSE,0.0,,""
"SteamWorld Dig","Activity","","Main",8/20/23,12/15/24,Video Game,FALSE,0.0,,""
"OlliOlli World","Activity","","Main",8/15/23,9/7/23,Video Game,FALSE,0.0,,""
"The Great Ace Attorney: Adventures","Activity","","Main",8/11/23,12/15/24,Video Game,FALSE,0.0,,""
"Toem","Activity","","Main",8/4/23,12/15/24,Video Game,FALSE,0.0,,""
"Words of Radiance","Activity","","Main",7/6/23,12/14/23,Book,FALSE,0.0,,""
"The Sawbones Book","Activity","","Main",6/30/23,12/14/23,Book,FALSE,0.0,,""
"Planet of Lana","Activity","","Main",6/26/23,12/15/24,Video Game,FALSE,0.0,,""
"Warbreaker","Activity","","Main",6/6/23,12/14/23,Book,FALSE,0.0,,""
"Loop Hero","Activity","","Main",5/15/23,12/15/24,Video Game,FALSE,0.0,,""
"The Way of Kings","Activity","","Main",5/11/23,12/14/23,Book,FALSE,0.0,,""
"Cribsheet","Activity","","Main",5/10/23,12/14/23,Book,FALSE,0.0,,""
"Konkan Coast Pirate Solutions","Activity","","Main",5/4/23,12/15/24,Video Game,FALSE,0.0,,""
"Hogwarts Legacy","Activity","","Main",4/30/23,9/7/23,Video Game,FALSE,0.0,,"Got about 25 hours in without progressing story much. Definitely could return to it. "
"Chained Echoes","Activity","","Main",4/6/23,9/7/23,Video Game,FALSE,0.0,,"Shelved after 20 hours. "
"A Memoir Blue","Activity","","Main",3/20/23,12/15/24,Video Game,FALSE,0.0,,""
"The Book of Fun","Activity","","Main",3/8/23,12/14/23,Book,FALSE,0.0,,""
"A Prayer for the Crown-Shy","Activity","","Main",2/27/23,12/14/23,Book,FALSE,0.0,,""
"Jade Legacy","Activity","","Main",2/15/23,12/14/23,Book,FALSE,0.0,,""
"Dragon Quest Builders 2","Activity","","Main",2/12/23,12/15/24,Video Game,FALSE,0.0,,""
"Rogue Legacy 2","Activity","","Main",1/5/23,12/15/24,Video Game,FALSE,0.0,,""
"Dorfromantik","Activity","","Main",12/30/22,12/15/24,Video Game,FALSE,0.0,,""
"A Psalm for the Wild-Built","Activity","","Main",12/23/22,12/14/23,Book,FALSE,0.0,,""
"The Legend of Zelda: The Minish Cap","Activity","","Main",12/12/22,12/15/24,Video Game,FALSE,0.0,,""
"Sea of Tranquility","Activity","","Main",11/29/22,12/14/23,Book,FALSE,0.0,,""
"Immortals Fenyx Rising","Activity","","Main",11/9/22,12/15/24,Video Game,FALSE,0.0,,""
"Return to Monkey Island","Activity","","Main",11/7/22,12/15/24,Video Game,FALSE,0.0,,""
"Vampire Survivors","Activity","","Main",11/6/22,12/15/24,Video Game,FALSE,0.0,,""
"Trigger Warning","Activity","","Main",11/4/22,12/14/23,Book,FALSE,0.0,,""
"Murder on the Orient Express","Activity","","Main",10/16/22,12/14/23,Book,FALSE,0.0,,""
"Tinykin","Activity","","Main",10/2/22,12/15/24,Video Game,FALSE,0.0,,""
"Girly Drinks","Activity","","Main",9/5/22,12/14/23,Book,FALSE,0.0,,""
"If a Pirate I Must Be","Activity","","Main",8/5/22,12/14/23,Book,FALSE,0.0,,""
"Eiyuden Chronicle: Rising","Activity","","Main",7/20/22,12/15/24,Video Game,FALSE,0.0,,""
"Kirby and the Forgotten Land","Activity","","Main",7/19/22,12/15/24,Video Game,FALSE,0.0,,""
"Jade War","Activity","","Main",7/15/22,12/14/23,Book,FALSE,0.0,,""
"The Nineties","Activity","","Main",7/3/22,12/14/23,Book,FALSE,0.0,,""
"New Super Lucky's Tale","Activity","","Main",6/21/22,12/15/24,Video Game,FALSE,0.0,,""
"The Library of the Dead","Activity","","Main",6/18/22,12/14/23,Book,FALSE,0.0,,""
"How to Take Over the World","Activity","","Main",5/3/22,12/14/23,Book,FALSE,0.0,,""
"Tunic","Activity","","Main",4/24/22,12/15/24,Video Game,FALSE,0.0,,""
"The Anthropocene Reviewed","Activity","","Main",4/15/22,12/14/23,Book,FALSE,0.0,,""
"A Heartbreaking Work Of Staggering Genius","Activity","","Main",4/15/22,12/14/23,Book,FALSE,0.0,,""
"Jade City","Activity","","Main",4/12/22,12/14/23,Book,FALSE,0.0,,""
"Donut County","Activity","","Main",4/5/22,12/15/24,Video Game,FALSE,0.0,,""
"Picross S7","Activity","","Main",4/1/22,12/15/24,Video Game,FALSE,0.0,,""
"Nobody Saves the World","Activity","","Main",3/1/22,12/15/24,Video Game,FALSE,0.0,,""
"Monster Hunter Rise","Activity","","Main",2/28/22,12/15/24,Video Game,FALSE,0.0,,""
"Eat a Peach","Activity","","Main",2/23/22,12/14/23,Book,FALSE,0.0,,""
"Metroid Dread","Activity","","Main",1/31/22,12/15/24,Video Game,FALSE,0.0,,""
"The 7 1/2 Deaths of Evelyn Hardcastle","Activity","","Main",1/25/22,12/14/23,Book,FALSE,0.0,,""
"The Manager's Path","Activity","","Main",1/25/22,12/14/23,Book,FALSE,0.0,,""
"This Is Your Mind on Plants","Activity","","Main",1/20/22,12/14/23,Book,FALSE,0.0,,""
"Gorogoa","Activity","","Main",1/11/22,12/15/24,Video Game,FALSE,0.0,,""
"Into the Wild","Activity","","Main",1/7/22,12/14/23,Book,FALSE,0.0,,""
"Piranesi","Activity","","Main",1/6/22,12/14/23,Book,FALSE,0.0,,""
"Halo Infinite","Activity","","Main",1/1/22,12/15/24,Video Game,FALSE,0.0,,""
"Why Fish Don't Exist","Activity","","Main",12/29/21,12/14/23,Book,FALSE,0.0,,""
"The Magicians","Activity","","Main",12/29/21,12/14/23,Book,FALSE,0.0,,""
"Press Reset","Activity","","Main",11/20/21,12/14/23,Book,FALSE,0.0,,""
"The Phoenix Project","Activity","","Main",11/6/21,12/15/23,Book,FALSE,0.0,,""
"Project Hail Mary","Activity","","Main",10/27/21,12/14/23,Book,FALSE,0.0,,""
"The Wise Man's Fear","Activity","","Main",10/10/21,12/15/23,Book,FALSE,0.0,,""
"Blood, Sweat, and Pixels","Activity","","Main",9/27/21,12/15/23,Book,FALSE,0.0,,""
"Under the Sky We Make","Activity","","Main",9/16/21,12/15/23,Book,FALSE,0.0,,""
"Yearbook","Activity","","Main",8/7/21,12/15/23,Book,FALSE,0.0,,""
"Bringing Down the Duke","Activity","","Main",8/2/21,12/15/23,Book,FALSE,0.0,,""
"The Name of the Wind","Activity","","Main",7/27/21,12/15/23,Book,FALSE,0.0,,""
"Money","Activity","","Main",7/20/21,12/15/23,Book,FALSE,0.0,,""
"Stuff You Should Know","Activity","","Main",7/18/21,12/15/23,Book,FALSE,0.0,,""
"How to Avoid a Climate Disaster","Activity","","Main",7/9/21,12/15/23,Book,FALSE,0.0,,""
"Big Little Lies","Activity","","Main",6/27/21,12/15/23,Book,FALSE,0.0,,""
"The Devil and the Dark Water","Activity","","Main",6/21/21,12/15/23,Book,FALSE,0.0,,""
